Date,Forecast,Actual
2023-09-06,5.960740862556768,6.037484969250118
2023-09-07,5.961648733453445,6.034014783685361
2023-09-08,5.962556604350122,6.026699478643232
2023-09-11,5.963464475246799,6.036926031088314
2023-09-12,5.9643723461434766,6.045719979874861
2023-09-13,5.965280217040154,6.050915384605934
2023-09-14,5.966188087936831,6.043056583031166
2023-09-15,5.967095958833508,6.03949431657261
2023-09-18,5.968003829730185,6.0477128645559874
2023-09-19,5.968911700626863,6.048707891575842
2023-09-20,5.96981957152354,6.049701929501021
2023-09-21,5.970727442420217,6.037596733973688
2023-09-22,5.971635313316894,6.027715588259065
2023-09-25,5.972543184213571,6.026586489261536
2023-09-26,5.973451055110249,6.0262476655541475
2023-09-27,5.974358926006926,6.041276963432182
2023-09-28,5.975266796903603,6.022397917367272
2023-09-29,5.97617466780028,6.030645131775274
2023-10-02,5.9770825386969575,6.025399698072716
2023-10-03,5.977990409593635,6.020126604644418
2023-10-04,5.978898280490312,6.01179174466211
2023-10-05,5.979806151386989,6.011677058149417
2023-10-06,5.980714022283666,6.025569231125338
2023-10-09,5.9816218931803435,6.021717087272895
2023-10-10,5.982529764077021,6.030645131775274
2023-10-11,5.983437634973698,6.039271198467083
2023-10-12,5.984345505870375,6.044722082375357
2023-10-13,5.985253376767052,6.03949431657261
2023-10-16,5.98616124766373,6.0408316177050585
2023-10-17,5.987069118560407,6.050805170548626
2023-10-18,5.987976989457084,6.046827620293905
2023-10-19,5.988884860353761,6.044056143082049
2023-10-20,5.989792731250438,6.0168236349867055
2023-10-23,5.990700602147116,6.011333069258362
2023-10-24,5.991608473043793,6.0076556971497075
2023-10-25,5.99251634394047,6.003964752047127
2023-10-26,5.993424214837147,6.007770770700262
2023-10-27,5.9943320857338245,6.00638848720854
2023-10-30,5.995239956630502,5.998751394733534
2023-10-31,5.996147827527179,5.993977408952943
2023-11-01,5.997055698423856,5.993276944860199
2023-11-02,5.997963569320533,6.000376136691458
2023-11-03,5.9988714402172105,6.0052350351424
2023-11-06,5.999779311113888,6.010070438811942
2023-11-07,6.000687182010565,6.003964752047127
2023-11-08,6.001595052907242,6.013738957978169
2023-11-09,6.002502923803919,6.007885831010417
2023-11-10,6.003410794700597,6.012822958412617
2023-11-13,6.004318665597274,6.011562283706308
2023-11-14,6.005226536493951,6.018362561139506
2023-11-15,6.006134407390628,6.025116906971361
2023-11-16,6.007042278287305,6.01762189782604
2023-11-17,6.007950149183983,6.018988899442052
2023-11-20,6.00885802008066,6.013395528470752
2023-11-21,6.009765890977337,6.012135650570273
2023-11-22,6.010673761874014,6.020012795962621
2023-11-23,6.0115816327706915,6.021490040862545
2023-11-24,6.012489503667369,6.015682312553653
2023-11-27,6.013397374564046,6.0127657879320395
2023-11-28,6.014305245460723,6.009840732307612
2023-11-29,6.0152131163574,6.014310854811098
2023-11-30,6.0161209872540775,6.011103503018237
2023-12-01,6.017028858150755,6.042723077555092
2023-12-04,6.017936729047432,6.05212744082531
2023-12-05,6.018844599944109,6.047049058964816
2023-12-06,6.019752470840786,6.072187002291569
2023-12-07,6.020660341737464,6.061007590708825
2023-12-08,6.021568212634141,6.041276963432182
2023-12-11,6.022476083530818,6.048597397910966
2023-12-12,6.023383954427495,6.050032972070793
2023-12-13,6.024291825324172,6.055645066357719
2023-12-14,6.02519969622085,6.065363991618354
2023-12-15,6.026107567117527,6.061225911883907
2023-12-18,6.027015438014204,6.046827620293905
2023-12-19,6.027923308910881,6.056632271462656
2023-12-20,6.0288311798075584,6.045387433910833
2023-12-21,6.029739050704236,6.046384740226225
2023-12-22,6.030646921600913,6.054657028959568
2023-12-25,6.03155479249759,6.056029115136097
2023-12-26,6.032462663394267,6.0573993212714345
2023-12-27,6.0333705342909445,6.058822324011145
2023-12-28,6.034278405187622,6.074020128334551
2023-12-29,6.035186276084299,6.069701426035068
