Date,Open,High,Low,Close,Volume,Year,Month,Day,Weekday,Quarter,DayOfYear,Close_lag_1,Close_lag_3,Close_lag_7,Close_lag_14,Close_roll_mean_3,Close_roll_std_3,Close_roll_mean_7,Close_roll_std_7,Close_roll_mean_14,Close_roll_std_14,Close_roll_mean_30,Close_roll_std_30,daily_return,volatility_7d,momentum_7d,high_low_range,open_close_range
2020-02-11,169.64213170444688,169.99473420588015,165.95937188318038,166.5862274169922,29803784,2020,2,11,1,1,42,164.97991943359375,167.33059692382812,184.25564575195312,186.52796936035156,166.2597401936849,1.1518202805342241,166.76531764439173,2.3616465390441133,175.57764543805803,9.384535196459396,181.68162536621094,8.686426304981966,0.009736384821335653,0.04912121122166608,-17.669418334960938,4.035362322699768,3.0559042874546947
2020-02-12,167.21305330294769,168.31005336012157,165.95935432424355,166.93881225585938,9928416,2020,2,12,2,1,43,166.5862274169922,167.21307373046875,162.6683807373047,186.41046142578125,166.16831970214844,1.0441745140901197,167.37537928989954,1.5332007985797202,174.1868133544922,9.093959335891938,181.0273473103841,9.037862526571907,0.0021165305459773798,0.01766240632729342,4.2704315185546875,2.350699035878023,0.2742410470883101
2020-02-13,166.93881294232963,167.25223469922608,165.48921041506782,166.03770446777344,9153131,2020,2,13,3,1,44,166.93881225585938,164.97991943359375,168.97607421875,186.6063690185547,166.52091471354166,0.4540904352232478,166.9556121826172,1.4199734056548283,172.7176230294364,8.580140679475432,180.29732411702474,9.33983780428518,-0.005397832750270504,0.008735261878826022,-2.9383697509765625,1.7630242841582628,0.9011084745561959
2020-02-14,166.31196403686295,166.82127740099153,162.0415296601512,162.74673461914062,13731692,2020,2,14,4,1,45,166.03770446777344,166.5862274169922,169.6029510498047,183.82469177246097,165.24108378092447,2.206656320568763,165.97615269252233,1.6375188474262772,171.21205466134208,8.326796027602565,179.49286244710285,9.782132992045364,-0.019820617607198776,0.01034069881527788,-6.8562164306640625,4.779747740840321,3.565229417722321
2020-02-17,162.98182125416665,163.49113466307583,159.8475554608173,160.4744110107422,15561953,2020,2,17,0,1,48,162.74673461914062,166.93881225585938,167.33059692382812,180.8079376220703,163.0862833658854,2.7971464988133072,164.99669756208147,2.5102497798541927,169.75965990339006,8.297569760149788,178.7014602661133,10.331760696937708,-0.013962329958362107,0.010411467846145276,-6.8561859130859375,3.643579202258536,2.5074102434244594
2020-02-18,160.27850505983992,160.31768577000665,157.10505883672116,159.73001098632812,20934864,2020,2,18,1,1,49,160.4744110107422,166.03770446777344,167.21307373046875,185.4309844970703,160.9837188720703,1.5715283142216074,163.9276885986328,2.961821701910217,167.9238760811942,7.353009025680011,177.87871500651042,10.831956573004375,-0.004638745951616174,0.010187062718195023,-7.483062744140625,3.2126269332854918,0.5484940735117902
2020-02-19,160.82699644500477,162.31576775626138,159.73000831631816,161.96316528320312,9054560,2020,2,19,2,1,50,159.73001098632812,162.74673461914062,164.97991943359375,183.3937225341797,160.72252909342447,1.1370648467119868,163.49672372000558,3.002398313681661,166.39312199183874,5.988942717155168,177.1604451497396,11.15518901051646,0.013980806005617463,0.012158571670749144,-3.016754150390625,2.5857594399432173,-1.1361688381983583
2020-02-20,162.19823980726486,163.41277008113445,160.98370953339526,162.55084228515625,15592846,2020,2,20,3,1,51,161.96316528320312,160.4744110107422,166.5862274169922,184.25564575195312,161.4146728515625,1.4882557793562436,162.9202401297433,2.6804756757647126,164.8427788870675,3.141779495400304,176.41997477213542,11.368243835860092,0.0036284608350640735,0.011318397907279237,-4.0353851318359375,2.4290605477391978,-0.352602477891395
2020-02-24,162.1982457203231,162.55084821106888,158.12370280845877,159.06398010253906,16594046,2020,2,24,0,1,55,162.55084228515625,159.73001098632812,166.93881225585938,162.6683807373047,161.19266255696616,1.8667639937858607,161.7952641078404,2.344231260129795,164.58532169887,3.464752720626387,175.5058141072591,11.630297363764209,-0.021450901967646097,0.01279788806191831,-7.8748321533203125,4.427145402610108,3.134265617784024
2020-02-25,159.69082040373314,160.94451935764317,157.88861545394707,158.12368774414062,15313516,2020,2,25,1,1,56,159.06398010253906,161.96316528320312,166.03770446777344,168.97607421875,159.91283671061197,2.332454177108417,160.66469029017858,1.8031136908336687,163.81015123639787,3.6174811107664318,174.5276616414388,11.821933710446993,-0.00591140972200177,0.012789921148938453,-7.9140167236328125,3.0559039036961053,1.5671326595925166
2020-02-26,157.22258873903593,158.24122742023846,153.81408217335994,155.6162872314453,17869240,2020,2,26,2,1,57,158.12368774414062,162.55084228515625,162.74673461914062,169.6029510498047,157.601318359375,1.7822174008669238,159.64605494907923,2.3592178450049497,162.81110382080078,3.8202873627382843,173.3614537556966,11.906855525324808,-0.015857209937783168,0.012195599043513814,-7.1304473876953125,4.427145246878524,1.606301507590615
2020-02-27,155.45957286688275,156.04724768158562,153.50065681787328,154.79354858398438,17271066,2020,2,27,3,1,58,155.6162872314453,159.06398010253906,160.4744110107422,167.33059692382812,156.17784118652344,1.734636515195426,158.83450317382812,2.9338763695873413,161.9156003679548,4.135755404266341,172.19002278645834,11.94858412627432,-0.005286970034423799,0.011720601537086437,-5.6808624267578125,2.546590863712339,0.6660242828983769
