Date,Actual,Forecast
2022-12-20,308.7447509765625,313.54799645479744
2022-12-21,304.2063903808594,313.8401485538158
2022-12-22,301.7557067871094,313.91484011562346
2022-12-23,296.5365295410156,313.6701402005907
2022-12-26,303.7071838378906,312.8603823280503
2022-12-27,302.3910827636719,313.12575473072275
2022-12-28,303.525634765625,313.35083156026525
2022-12-29,304.387939453125,313.3513571228137
2022-12-30,300.93878173828125,313.0264173452949
2023-01-02,302.1187438964844,311.961331134825
2023-01-03,300.53033447265625,312.1476776346727
2023-01-04,296.808837890625,312.30384573441825
2023-01-05,302.6633605957031,312.25056714083684
2023-01-06,304.1156005859375,311.8922219499374
2023-01-09,306.838623046875,310.90342684593486
2023-01-10,302.6179504394531,311.1912316075749
2023-01-11,301.1656799316406,311.49441062008077
2023-01-12,299.395751953125,311.6372143930423
2023-01-13,298.3973083496094,311.5266458874789
2023-01-16,299.7134094238281,311.60140931161976
2023-01-17,301.57415771484375,312.3477772215716
2023-01-18,303.7525634765625,313.1569758655955
2023-01-19,301.4833679199219,313.8485685478891
2023-01-20,303.7071838378906,314.32362635702873
2023-01-23,306.5663146972656,316.30034737422255
2023-01-24,307.6555480957031,317.69918738471995
2023-01-25,307.9278564453125,319.15351026636813
2023-01-27,314.0546569824219,321.546287128397
2023-01-30,312.9654541015625,325.04798433121306
2023-01-31,319.8183898925781,326.83404145528164
2023-02-01,328.0328063964844,328.6020907058753
2023-02-02,343.6447448730469,330.1552522655448
2023-02-03,345.5054931640625,331.3795552064774
2023-02-06,348.0015869140625,334.80803072251075
2023-02-07,338.7886962890625,336.3963143907886
2023-02-08,340.8763427734375,337.88483117669307
2023-02-09,339.6964111328125,339.08207538464876
2023-02-10,337.06414794921875,339.8809186306489
2023-02-13,339.6510009765625,341.70281003585046
2023-02-14,350.7699890136719,342.6793175879448
2023-02-15,352.38348388671875,343.5364412217421
2023-02-16,352.7061462402344,344.09421428100893
2023-02-17,353.4898681640625,344.25697721184275
2023-02-20,354.0891418457031,344.29936266670404
2023-02-21,352.4295959472656,344.7580317549109
2023-02-22,353.90472412109375,345.14863273861687
2023-02-23,357.3621826171875,345.29751263472366
2023-02-24,355.0572509765625,345.1139096180699
2023-02-27,352.38348388671875,344.51894841110914
2023-02-28,347.3125305175781,344.9004680692909
2023-03-01,349.156494140625,345.2786908485637
2023-03-02,346.2522277832031,345.4762971424969
