Date,Open,High,Low,Close,Volume,Year,Month,Day,Weekday
2020-02-25,159.69082040373314,160.94451935764317,157.88861545394707,158.12368774414062,15313516,2020,2,25,1
2020-02-26,157.22258873903593,158.24122742023846,153.81408217335994,155.6162872314453,17869240,2020,2,26,2
2020-02-27,155.45957286688275,156.04724768158562,153.50065681787328,154.79354858398438,17271066,2020,2,27,3
2020-02-28,152.79545182273975,156.63492249628845,150.4839332761635,154.79354858398438,32628444,2020,2,28,4
2020-03-02,156.32147842115833,159.41656294601188,151.73761073757757,153.03050231933594,18560049,2020,3,2,0
2020-03-03,154.3625619620165,154.715164407731,150.87569429879915,151.8943328857422,17947416,2020,3,3,1
2020-03-04,152.7562685071826,153.2264131334424,146.1743154771924,146.918701171875,27664076,2020,3,4,2
2020-03-05,146.9578567564406,149.81786886773557,146.17429048416557,147.34963989257812,20025924,2020,3,5,3
2020-03-06,144.84225336384114,144.84225336384114,140.84605995398604,142.41319274902344,26764504,2020,3,6,4
2020-03-09,140.2583987278372,140.2583987278372,136.73234959780777,138.8479766845703,21794299,2020,3,9,0
2020-03-11,136.3405431729491,138.49535060815376,135.04766349433572,137.6334228515625,27956087,2020,3,11,2
2020-03-12,132.42270870139774,132.54023886743997,117.9659124208134,122.0796356201172,52039692,2020,3,12,3
2020-03-13,117.53496308172429,128.50489296935189,105.46804498784384,127.13365173339844,61590681,2020,3,13,4
2020-03-16,123.80348845451108,123.8818498752831,113.8130170760616,115.3801498413086,33254907,2020,3,16,0
2020-03-17,115.9678228290318,122.07964290992474,114.43987079787703,116.8689193725586,47657482,2020,3,17,1
2020-03-18,119.18045811638326,121.17854293664531,115.45851759477972,118.08345794677734,50243331,2020,3,18,2
2020-03-19,118.08346301207004,128.1522967954609,113.42124497101068,126.82023620605467,89748454,2020,3,19,3
2020-03-20,129.36681409059705,138.29946603802196,129.36681409059705,137.51589965820312,61996400,2020,3,20,4
2020-03-23,123.80350576357976,126.93777173227798,116.9081182411885,120.90431213378906,51353150,2020,3,23,0
2020-03-24,127.68214349245478,128.2698182970745,115.49768348541782,117.29988861083984,52552796,2020,3,24,1
2020-03-25,118.31850041370112,119.1020666416064,108.91570567883744,115.45848846435548,62505978,2020,3,25,2
2020-03-26,117.5349542382654,124.90047325468716,112.24588129754346,122.54977416992188,58443451,2020,3,26,3
2020-03-27,126.9377743391481,130.07204037221348,121.45280878128368,127.8780517578125,32636484,2020,3,27,4
2020-03-30,122.27555987620424,129.21011652007246,122.27555987620424,124.74378967285156,28120340,2020,3,30,0
2020-03-31,128.5049011640137,136.22303568106983,126.5851657025137,134.53836059570312,42630666,2020,3,31,1
2020-04-01,134.53834109473678,135.3610881607748,128.93584642515054,130.38543701171875,18141970,2020,4,1,2
2020-04-03,131.56080447884605,143.19677124784306,130.85559944399338,139.39646911621094,62867436,2020,4,3,4
2020-04-07,145.508296431553,145.508296431553,136.0663177300402,142.25650024414062,36118591,2020,4,7,1
2020-04-08,141.70801737662796,144.17624726191633,138.41702825454098,139.98416137695312,37561082,2020,4,8,2
2020-04-09,144.1762122026822,145.9392365366824,141.04194672001518,145.15567016601562,42626960,2020,4,9,3
2020-04-13,144.56800743748306,146.25267049232045,141.86470562462253,142.29566955566406,17744169,2020,4,13,0
2020-04-15,144.21541194648822,151.81600435385175,143.15759242396408,148.36831665039062,49092699,2020,4,15,2
2020-04-16,148.60335276099838,149.8178829887542,145.31237649850814,146.01759338378906,27080032,2020,4,16,3
2020-04-17,149.23022897610923,149.9746147171671,146.4877463833774,147.38885498046875,26667421,2020,4,17,4
2020-04-20,148.83842767185348,148.83842767185348,140.65016160214756,141.59043884277344,35764287,2020,4,20,0
2020-04-21,139.47480473253535,144.41127493173926,137.94685280228188,140.728515625,23333661,2020,4,21,1
2020-04-22,140.25837161217206,143.82360076787018,137.90767264660494,142.80496215820312,25163402,2020,4,22,2
2020-04-23,143.35343930018513,144.17618623243982,140.76766835150113,141.47288513183594,32968029,2020,4,23,3
2020-04-24,141.82551666106343,143.235938555025,140.49345618865084,141.0811309814453,18049697,2020,4,24,4
2020-04-27,141.23782970564156,142.84414305887435,140.49344409012582,140.92440795898438,13085703,2020,4,27,0
2020-04-28,141.0419563562062,141.66881188682208,139.51400422026893,140.61099243164062,17802635,2020,4,28,1
2020-04-29,141.43374368014693,143.31429837039232,140.7677074177027,142.72662353515625,21461067,2020,4,29,2
2020-04-30,144.88141128673442,144.88141128673442,141.39454346972445,142.64825439453125,30164713,2020,4,30,3
2020-05-04,142.41320486640078,142.41320486640078,133.71561233138965,136.37974548339844,30294317,2020,5,4,0
2020-05-05,137.1241042371,139.0438393051648,134.77340530732116,136.26217651367188,17707577,2020,5,5,1
2020-05-06,134.30326100810368,134.30326100810368,125.76239299529388,128.426513671875,65586734,2020,5,6,2
2020-05-07,128.50488925720595,129.95449187584882,125.76240686452168,126.15419006347656,24249585,2020,5,7,3
2020-05-08,128.46570807965884,128.622418967417,123.09828544722792,123.99938201904295,25307015,2020,5,8,4
2020-05-11,125.37062775978728,128.1131102420326,123.80349491278992,124.15609741210938,18095473,2020,5,11,0
2020-05-12,124.15607904731868,129.99364564765366,123.41169344635716,129.32762145996094,21387527,2020,5,12,1
2020-05-13,135.87041438400587,136.02713723526168,128.89667792901875,129.6018829345703,20015124,2020,5,13,2
2020-05-14,128.89666912192192,131.83504303807516,126.8985724676829,128.34817504882812,14949993,2020,5,14,3
2020-05-15,127.0944856316375,129.6802575079454,126.27173840422915,129.01422119140625,14950243,2020,5,15,4
2020-05-18,130.07203315422277,131.09067194969768,127.83886394707686,129.0925750732422,20801299,2020,5,18,0
2020-05-19,130.4638331847519,134.49919621546317,129.3668447753188,133.7939910888672,20142171,2020,5,19,1
2020-05-20,134.73423734164214,138.6912499722173,133.98985166807432,137.7117919921875,25320734,2020,5,20,2
2020-05-21,137.59425203723953,149.23020483917455,135.2827218036477,148.0548553466797,58382197,2020,5,21,3
2020-05-22,147.31047307239373,150.36637703979034,144.64635227806198,146.01759338378906,39013770,2020,5,22,4
2020-05-26,148.87762570372908,152.75627724528172,147.15378190262516,150.20968627929688,53233404,2020,5,26,1
2020-05-27,150.83652412635786,151.93351224658548,146.44854773289975,150.56227111816406,24546119,2020,5,27,2
2020-05-28,150.67980874188848,151.14994136953044,148.0940374429006,149.3869171142578,24578072,2020,5,28,3
2020-05-29,149.2302105165902,155.1461389118052,148.09404168854132,154.63682556152344,35834621,2020,5,29,4
2020-06-01,157.49684381596782,160.82700096133033,155.92971104167958,157.1442413330078,28508405,2020,6,1,0
2020-06-02,158.202050640197,158.202050640197,154.1275077704411,154.5584716796875,22631373,2020,6,2,1
2020-06-03,156.71328936598917,157.41849438562605,153.26560178244745,154.1275177001953,18979188,2020,6,3,2
2020-06-04,154.95027104077678,158.67221181166775,152.79546322605043,156.83082580566406,21996048,2020,6,4,3
2020-06-05,158.12366314259705,158.28037399291992,155.65542241399407,156.71324157714844,14629659,2020,6,5,4
2020-06-08,158.9856262859758,159.57330111742658,154.36258906107298,154.8719024658203,19551313,2020,6,8,0
2020-06-09,155.3420417458945,161.57139235277253,154.87189711446894,155.53793334960938,39914264,2020,6,9,1
2020-06-10,156.28230909256106,159.18150225151996,155.3812125554096,155.96888732910156,27199665,2020,6,10,2
2020-06-11,156.71328590029762,157.6927439371745,151.69846553399805,152.20777893066406,19847133,2020,6,11,3
2020-06-12,148.0548513675306,152.95214078797204,147.19293560329672,151.93350219726562,22562768,2020,6,12,4
2020-06-15,151.93351663387767,151.97269734421872,145.9784193065357,146.68362426757812,24462536,2020,6,15,0
2020-06-16,149.50446514991188,149.62199532240126,142.53071731287685,144.95977783203125,27636105,2020,6,16,1
2020-06-17,144.17621173271215,144.95977810082474,141.5904403266859,141.9822235107422,24027295,2020,6,17,2
2020-06-18,141.98224988770946,146.91872131515385,141.59046663086903,146.21351623535156,28887489,2020,6,18,3
2020-06-19,146.6052728907456,147.27129713275886,143.86279059048462,144.21539306640625,30531449,2020,6,19,4
2020-06-22,146.1351273820207,146.91869374868034,143.51017527120138,144.95977783203125,31395991,2020,6,22,0
2020-06-23,145.27320952050462,146.9187037854111,144.76389612989175,145.62582397460938,26546793,2020,6,23,1
2020-06-24,146.8403445447274,152.56038188843078,145.86088650492457,150.3272247314453,54652978,2020,6,24,2
2020-06-25,150.64063129255152,159.4557527596059,150.1704866984658,158.3587646484375,75574255,2020,6,25,3
2020-06-26,161.41468347353518,164.0788045347632,151.46339227200423,152.95216369628906,71956002,2020,6,26,4
2020-06-29,158.67219526051568,159.06397845868975,153.73572457226695,154.5584716796875,91503336,2020,6,29,0
2020-06-30,156.24311921418513,156.24311921418513,152.01186587441683,152.52117919921875,41210494,2020,6,30,1
2020-07-01,152.5212030773985,159.73002390525522,152.5212030773985,158.98562622070312,44297953,2020,7,1,2
2020-07-02,160.20014951467417,162.00235464197033,158.7113781239325,161.29714965820312,39320871,2020,7,2,3
2020-07-03,162.98181392041184,163.3735971269513,161.41468109425404,162.62921142578125,37893277,2020,7,3,4
2020-07-06,165.059583966036,166.37774625769865,163.90617781840317,164.60646057128906,34710176,2020,7,6,0
2020-07-07,164.77123049388672,165.18315857012146,159.82809357907013,160.0340576171875,31263172,2020,7,7,1
2020-07-08,160.03406893832178,163.08233440388972,160.03406893832178,161.7229766845703,21274354,2020,7,8,2
2020-07-09,162.2172634086215,162.29965404823213,159.9516591008416,161.02267456054688,18769502,2020,7,9,3
2020-07-10,160.77552997132415,161.88774085293136,159.82810038406453,160.116455078125,16191544,2020,7,10,4
2020-07-13,161.39343723770713,163.7414326206875,160.73436228273977,162.7528076171875,20297515,2020,7,13,0
2020-07-14,162.62918622769536,164.3592890354342,158.79826045904733,161.39340209960938,18474376,2020,7,14,1
2020-07-15,161.76417128609862,164.7712414134753,160.24003227460474,163.70022583007812,23776757,2020,7,15,2
2020-07-16,163.70019254010148,163.82377848865806,158.1803595894697,159.70449829101562,22144320,2020,7,16,3
2020-07-17,159.2514010818728,160.9814915060942,159.00424171525614,159.86929321289062,14882294,2020,7,17,4
2020-07-20,160.65193632610956,160.94029098383132,158.46872273266038,158.75706481933594,18914963,2020,7,20,0
2020-07-21,158.26279438585672,159.9928850090296,157.76847559577934,158.38636779785156,28010715,2020,7,21,1
2020-07-22,159.0042327903492,163.04112279132272,158.5923047261255,161.92892456054688,32572133,2020,7,22,2
2020-07-23,162.8351670739221,166.00701835882484,162.13489687161265,165.34793090820312,31488108,2020,7,23,3
2020-07-24,165.59507440799953,166.17177115789772,162.54680938335505,164.44168090820312,60183102,2020,7,24,4
2020-07-27,165.18314331064457,165.18314331064457,160.77550827368773,161.80532836914062,22645697,2020,7,27,0
2020-07-28,162.29966599337453,163.6590236496716,160.6931489711014,160.9814910888672,19287132,2020,7,28,1
2020-07-29,159.3749729511002,163.2882897433474,159.33377762855125,162.05250549316406,14831635,2020,7,29,2
2020-07-30,163.4530663246277,163.4530663246277,158.5923197351892,159.2926025390625,16315231,2020,7,30,3
2020-07-31,159.41614350068303,162.25844432020705,159.41614350068303,159.95164489746094,16652851,2020,7,31,4
2020-08-03,159.8280914456189,159.8280914456189,158.09798852010832,158.67469787597656,13265411,2020,8,3,0
2020-08-04,158.67471018668593,161.31104752972686,158.67471018668593,159.5397491455078,17187619,2020,8,4,1
2020-08-05,160.23999977523363,160.32239040764938,157.9332003490931,158.83944702148438,48768332,2020,8,5,2
2020-08-06,159.9928654803584,161.14627165940502,159.08663123722982,160.9403076171875,17886089,2020,8,6,3
2020-08-07,161.0638749011253,162.29965910752782,159.95166408694425,161.51699829101562,20911818,2020,8,7,4
2020-08-10,161.80533398986535,164.48286633105388,161.80533398986535,163.82379150390625,16474505,2020,8,10,0
2020-08-11,164.7712177385205,171.11490710724428,164.7712177385205,167.2839813232422,55142972,2020,8,11,1
2020-08-12,166.83087705682613,168.80812686759907,165.10077404411405,168.23143005371094,21287010,2020,8,12,2
2020-08-13,167.65471253448376,168.2314092771499,162.3820386428988,165.96580505371094,22698888,2020,8,13,3
2020-08-14,166.08939002306155,167.53113815669562,161.06386292883298,161.80532836914062,28751298,2020,8,14,4
2020-08-17,163.16472771781372,164.35931672869987,162.1761027629786,163.74142456054688,11740766,2020,8,17,0
2020-08-18,164.68881245810013,164.68881245810013,162.50559904560137,163.5766143798828,12488159,2020,8,18,1
2020-08-19,163.6178486696946,166.17179538329913,163.20592056385053,163.4942626953125,15474353,2020,8,19,2
2020-08-20,162.29964466037077,162.46441335901474,160.28119981712862,161.31101989746094,16910449,2020,8,20,3
2020-08-21,163.12352788159862,164.11215280909568,161.72297485339047,162.13490295410156,17233813,2020,8,21,4
2020-08-24,162.50562889910745,163.947377190988,161.76416337741645,162.05250549316406,14737317,2020,8,24,0
2020-08-25,162.50563003651334,163.3706815319058,160.73434429393868,160.9814910888672,15199264,2020,8,25,1
2020-08-26,161.88772779290437,161.9289231131679,159.53973281939776,160.61074829101562,22631175,2020,8,26,2
2020-08-27,163.53544626518257,163.86498369775146,159.7457029354043,160.0340576171875,47212216,2020,8,27,3
2020-08-28,160.3224111962312,161.72296413158642,159.86928780128028,161.10507202148438,34645487,2020,8,28,4
2020-08-31,163.94736189039702,163.94736189039702,156.5326570812836,157.43890380859375,96994911,2020,8,31,0
2020-09-01,157.4389115315912,158.4687316944848,155.09091653177506,156.6974334716797,39779151,2020,9,1,1
2020-09-02,157.6036868796887,159.0042398459879,156.2443166648018,157.64488220214844,20585374,2020,9,2,2
2020-09-03,157.68604880516102,159.21018758275463,156.5326553206902,157.850830078125,15691462,2020,9,3,3
2020-09-04,156.53266202288395,156.53266202288395,152.99007821026197,153.81393432617188,41389019,2020,9,4,4
2020-09-07,154.2670447567462,156.94457690873244,148.95317576932106,155.7911834716797,32660563,2020,9,7,0
2020-09-08,156.2031157615718,156.9857765131669,152.08383541523335,155.00851440429688,25589032,2020,9,8,1
2020-09-09,152.82529641525556,153.44318844927952,150.18895958429587,151.42474365234375,27829564,2020,9,9,2
2020-09-10,151.67193399689702,152.99009639641676,150.93045586180952,152.3310089111328,17784303,2020,9,10,3
2020-09-11,152.33098535286211,153.64916011957183,150.55969979545176,151.54832458496094,19255948,2020,9,11,4
2020-09-14,153.07247644194564,153.11367176399355,150.76567668878212,151.0540313720703,30992032,2020,9,14,0
2020-09-15,151.58955033155132,151.75431906770194,148.95321283999496,149.77706909179688,30771790,2020,9,15,1
2020-09-16,149.81824251701374,151.17760010534604,148.33529896634866,148.82960510253906,50641398,2020,9,16,2
2020-09-17,148.95319760713346,149.5298944102085,146.4816291044854,147.14071655273438,33933262,2020,9,17,3
2020-09-18,147.92337557889496,148.1705349403303,145.82253986326558,147.55264282226562,29782789,2020,9,18,4
2020-09-21,148.29412902571568,148.78844781755436,144.2160429917183,144.79273986816406,23891325,2020,9,21,0
2020-09-22,144.79272669046932,145.61658288785463,143.1450142956987,143.5157470703125,18529108,2020,9,22,1
2020-09-23,144.1336336906068,146.27566475007765,141.45610115179198,142.1151885986328,61785000,2020,9,23,2
2020-09-24,141.45607990652098,141.49727522283283,136.8836763589103,137.21322631835938,31486355,2020,9,24,3
2020-09-25,139.1493076513798,141.04417943239545,137.58398589417666,140.67344665527344,26625318,2020,9,25,4
2020-09-28,140.87940502874383,144.01006098803654,140.46747694386443,142.77427673339844,23194638,2020,9,28,0
2020-09-29,143.9688691642561,143.9688691642561,139.23169607301446,139.5612335205078,25615786,2020,9,29,1
2020-09-30,140.05557771847063,141.78568105988356,138.98456196288407,141.4561309814453,18481590,2020,9,30,2
2020-10-01,143.7629143741271,143.84530502682972,140.13795193408717,140.75584411621094,19756417,2020,10,1,3
2020-10-05,140.96179148506928,142.36234441782833,139.02572451525285,139.43765258789062,24298942,2020,10,5,0
2020-10-06,139.64362234684316,141.3737253512408,138.4902287246098,139.97315979003906,21885190,2020,10,6,1
2020-10-07,140.05552848883434,140.79699390535697,139.23167243890003,139.6436004638672,16286540,2020,10,7,2
2020-10-08,140.13793574119012,140.38508252864298,137.50158601191927,137.70755004882812,25502126,2020,10,8,3
2020-10-09,137.9959165354723,139.1493102124241,137.04848691305105,138.28427124023438,22373277,2020,10,9,4
2020-10-12,140.46747379045962,144.33959518718953,140.05554571482776,141.86802673339844,66250422,2020,10,12,0
2020-10-13,142.4035291496817,144.05124131770324,139.6436062398271,140.17910766601562,35684395,2020,10,13,1
2020-10-14,140.5086615449343,140.87939427882716,137.62516517080627,138.24305725097656,38216229,2020,10,14,2
2020-10-15,138.16067658093556,138.24306722598848,135.5655346853849,135.9774627685547,27116799,2020,10,15,3
2020-10-16,136.34818600436583,137.4192014599992,134.94763313363606,136.51295471191406,20227056,2020,10,16,4
2020-10-19,137.41921112130922,139.14930152877014,136.88369707031976,138.61380004882812,19016521,2020,10,19,0
2020-10-20,138.40780469988937,138.65496400820524,137.336789411217,137.95468139648438,16148741,2020,10,20,1
2020-10-21,138.53141969109288,139.1493118620095,137.25445259470385,138.11949157714844,16478833,2020,10,21,2
2020-10-22,138.03709056425555,139.31407001954253,137.58396719998646,138.86094665527344,22044107,2020,10,22,3
2020-10-23,139.1905029757374,140.87941070601323,138.20187804639602,140.67344665527344,20145584,2020,10,23,4
2020-10-26,141.29131960956693,141.37371024708725,138.6137873137588,138.86094665527344,16080575,2020,10,26,0
2020-10-27,138.81976431193675,139.47885176056494,137.37801601789587,137.74874877929688,45885092,2020,10,27,1
2020-10-28,138.81974317660143,138.81974317660143,135.93624702753257,136.34817504882812,16820774,2020,10,28,2
2020-10-29,135.9362600779246,136.71892087931542,134.65928057510445,134.98883056640625,21007139,2020,10,29,3
2020-10-30,135.1124221409323,137.41922210632865,134.57692061818338,136.14224243164062,16347325,2020,10,30,4
2020-11-02,137.41921656441104,137.74875401572857,135.4831494675388,137.37802124023438,14370649,2020,11,2,0
2020-11-03,137.74874901907,140.67344093485332,137.66637094475274,140.137939453125,22602903,2020,11,3,1
2020-11-04,140.0967416265739,141.53848989735684,138.57260271189875,139.89077758789062,18808819,2020,11,4,2
2020-11-05,141.0853753478742,144.17483612191523,140.2203238169331,143.9688720703125,26997641,2020,11,5,3
2020-11-06,145.41060428402244,145.98730105025965,142.85664529934047,143.3097686767578,34252005,2020,11,6,4
2020-11-09,143.30979540308917,146.06971893120956,141.57970478172703,142.36236572265625,35286484,2020,11,9,0
2020-11-10,144.17483021122064,147.9233783109219,141.5796882958377,146.93475341796875,57459436,2020,11,10,1
2020-11-11,147.96457525717986,153.1548591448918,147.14071907550525,152.66055297851562,63318644,2020,11,11,2
2020-11-12,152.57814910750778,155.5028408131701,151.46595090127332,154.88494873046875,46367792,2020,11,12,3
2020-11-13,154.225856459353,155.54403122258825,152.86649894874168,154.1434783935547,28198725,2020,11,13,4
2020-11-14,155.75002050356085,156.53268139633286,154.92616428568542,155.37928771972656,7767144,2020,11,14,5
2020-11-17,155.70884521064622,156.0383827117726,153.56681374017504,154.3494873046875,20950589,2020,11,17,1
2020-11-18,153.8963418723257,155.25569958448943,150.5597217221398,151.6307373046875,26595992,2020,11,18,2
2020-11-19,150.60089283493937,158.01559750062083,150.5185021991245,154.80255126953125,48984610,2020,11,19,3
2020-11-20,155.5440496402281,158.1803869078155,153.2784451402464,157.9332275390625,45307312,2020,11,20,4
2020-11-23,158.18038550487842,158.5923135921307,155.42046229186906,157.2329559326172,23180456,2020,11,23,0
2020-11-24,157.02698660902027,161.84653752518795,157.02698660902027,161.10507202148438,45411815,2020,11,24,1
2020-11-25,161.47578374758365,163.0823005104551,158.59228760923395,159.70449829101562,41659179,2020,11,25,2
2020-11-26,160.73432669731636,161.35221875908815,158.6334911730831,160.48716735839844,24222956,2020,11,26,3
2020-11-27,160.19883662403006,161.2698522052477,159.16901636729156,159.5397491455078,31385396,2020,11,27,4
2020-12-01,160.65195729297142,161.76416817957266,158.50992616731267,160.1576385498047,15893346,2020,12,1,1
2020-12-02,160.6519400466244,163.7414004321364,159.45735121176904,161.43460083007812,28425948,2020,12,2,2
2020-12-03,162.46443539966666,162.46443539966666,160.281221561596,161.6405792236328,28009042,2020,12,3,3
2020-12-04,162.1760709014278,164.23571105729533,161.88771625118798,163.28826904296875,22152332,2020,12,4,4
2020-12-07,163.28827829979508,167.86068221924015,162.79397217699216,167.36636352539062,35693450,2020,12,7,0
2020-12-08,167.9842924752363,168.64338002133888,164.40052515694927,166.78970336914062,30853963,2020,12,8,1
2020-12-09,168.89052479687015,171.1973247229395,168.6021700919684,169.22006225585938,39684395,2020,12,9,2
2020-12-10,170.249889569718,176.01688333786203,167.366392685646,175.23422241210938,65227495,2020,12,10,3
2020-12-11,176.67594958871337,179.55944612571608,175.76971536256946,178.20008850097656,60322445,2020,12,11,4
2020-12-14,179.5594213113553,180.09493527970696,177.12904850881554,177.87051391601562,26990063,2020,12,14,0
2020-12-15,177.33503166404114,178.28246118342096,174.32796182336,175.93447875976562,23255609,2020,12,15,1
2020-12-16,176.0992422727781,177.58218577454764,175.89327824672807,176.30520629882812,19551630,2020,12,16,2
2020-12-17,176.46996667814932,177.21144467956827,174.0395937996533,175.5225372314453,22386185,2020,12,17,3
2020-12-18,175.5637693809289,177.91175211706397,172.8038459546638,176.7171630859375,23775053,2020,12,18,4
2020-12-21,176.71715606692695,176.88192479380538,164.07095828500036,167.2016143798828,41834797,2020,12,21,0
2020-12-22,167.32519512187878,169.92033705945872,162.21727675101087,167.5723419189453,40986353,2020,12,22,1
2020-12-23,167.24278110545467,171.56802544438884,166.41892504089577,171.15609741210938,23695667,2020,12,23,2
2020-12-24,173.00977776737443,173.5452791939502,169.3848160235241,171.85638427734375,22768284,2020,12,24,3
2020-12-28,172.18592656028582,173.17455137560927,171.23849706456892,172.5978546142578,15741000,2020,12,28,0
2020-12-29,173.42170701379914,175.89327528477963,173.0921696060869,174.28675842285156,26546469,2020,12,29,1
2020-12-30,175.2342092238789,175.89329669055897,172.63906725194556,173.9572296142578,18925262,2020,12,30,2
2020-12-31,173.4629078394829,174.08079992684438,171.815195606519,172.18592834472656,18245270,2020,12,31,3
2021-01-01,172.92739881409878,176.46998273146602,172.43309267256546,176.181640625,19527333,2021,1,1,4
2021-01-04,176.30520124512867,177.95291340629808,174.73987972043616,175.81088256835938,26891799,2021,1,4,0
2021-01-05,175.02824768187432,175.68733515798962,173.50412125009618,174.2043914794922,18024083,2021,1,5,1
2021-01-06,174.20439489212302,174.24559021725872,168.4785966876095,169.22006225585938,49067837,2021,1,6,2
2021-01-07,169.79677682397786,171.03256118930216,166.50135184977975,167.0780487060547,34952401,2021,1,7,3
2021-01-08,168.35499869242412,169.71435622601,164.97718366144903,166.0070037841797,56427360,2021,1,8,4
2021-01-11,168.06668655960647,169.79678983202226,165.80108171627845,166.83090209960938,42970983,2021,1,11,0
2021-01-12,167.24278208268544,170.4558157248211,166.08938861398184,170.0850830078125,35617404,2021,1,12,1
2021-01-13,170.90895592987803,175.4813600799741,169.096474912745,174.03961181640625,63925996,2021,1,13,2
2021-01-14,174.65750156008028,178.36485418753483,174.32796413272538,176.4287872314453,48304263,2021,1,14,3
2021-01-15,177.04668035784317,180.01256750534318,173.9984151385525,179.47706604003906,58321158,2021,1,15,4
2021-01-18,179.93019325043093,182.89608066806207,176.79954967421264,181.0424041748047,67607822,2021,1,18,0
2021-01-19,182.0722196339648,182.64891645796232,179.18872294292913,180.30093383789065,31785089,2021,1,19,1
2021-01-20,180.01256913426965,180.42449721009177,177.7057693954563,179.31228637695312,44672447,2021,1,20,2
2021-01-21,180.4244998747951,180.83642795670104,174.82227544666503,176.0580596923828,28999164,2021,1,21,3
2021-01-22,176.30521460252376,176.9231067097756,172.30950728054304,173.58648681640625,24712182,2021,1,22,4
2021-01-25,174.65750473569508,175.06943281290194,170.41465056888367,171.1973114013672,24967899,2021,1,25,0
2021-01-27,171.3620743782867,175.1930003395749,170.62060889256864,173.5452880859375,48471357,2021,1,27,2
2021-01-28,172.3918928859628,173.8336410940891,169.50839646971014,170.20867919921875,22131983,2021,1,28,3
2021-01-29,171.81521671307405,172.02118076749608,166.70731067761713,167.4487762451172,23764654,2021,1,29,4
2021-02-01,168.06664971324145,179.55944015736404,166.25416875015117,177.91172790527344,57744414,2021,2,1,0
2021-02-02,181.24837036200464,184.13186716321837,178.77680167525003,179.7654266357422,48457781,2021,2,2,1
2021-02-03,182.48413265452663,182.89606071920957,177.7057645899956,178.57081604003906,53643263,2021,2,3,2
2021-02-04,178.0353096929233,190.64029806906584,177.95291905383166,189.4457092285156,105818897,2021,2,4,3
2021-02-05,191.25820038111632,196.77804664835205,187.22131027058745,193.07069396972656,125490301,2021,2,5,4
2021-02-08,195.66584041624353,196.11896382404856,190.7227033952016,192.04087829589844,41495834,2021,2,8,0
2021-02-09,193.2766548166881,197.06638550520245,188.00396799594856,188.66305541992188,70655961,2021,2,9,1
2021-02-10,188.6630489266309,190.39315178363432,183.802302912835,187.4684600830078,47283127,2021,2,10,2
2021-02-11,188.66307649939588,188.91023588238207,184.9557234677484,186.5622406005859,43631374,2021,2,11,3
2021-02-12,185.9855148688814,185.9855148688814,177.7881491751378,179.1475067138672,110568108,2021,2,12,4
2021-02-15,179.97136948193472,182.07220513228583,179.18870867091482,180.09495544433594,31776555,2021,2,15,0
2021-02-16,180.46571287603567,182.73131754846213,178.98276912169223,179.80662536621094,29148891,2021,2,16,1
2021-02-17,179.27111043886686,179.93018532839062,178.40605893255724,179.39468383789062,19850516,2021,2,17,2
2021-02-18,179.76541976692667,181.74268218340845,179.51826039348546,180.30093383789065,24070563,2021,2,18,3
2021-02-19,180.3009182134329,180.3421009628977,176.30521097369447,177.91172790527344,28125203,2021,2,19,4
2021-02-22,178.79728877742426,178.79728877742426,173.73698815164812,174.62254333496094,51546288,2021,2,22,0
2021-02-23,175.42376723621103,177.57439772564945,174.5803837398831,175.845458984375,26675953,2021,2,23,1
2021-02-24,176.35147084612447,176.9418366414712,174.15866889882616,176.140625,13160617,2021,2,24,2
2021-02-25,176.688820315734,178.1225695058307,176.09845451616587,176.3936309814453,25954142,2021,2,25,3
2021-02-26,174.7912198939273,175.42375748099818,171.2068402338588,171.92372131347656,43429293,2021,2,26,4
2021-03-01,173.27312927172676,175.2129138034004,172.09239757540905,174.49603271484375,16225536,2021,3,1,0
2021-03-02,174.58036213418342,177.78522159740507,174.15867043820714,177.0261688232422,25604169,2021,3,2,1
2021-03-03,178.79728267817444,178.79728267817444,176.09845834362653,177.06834411621094,20846117,2021,3,3,2
2021-03-04,176.0984734422848,178.20693214521205,175.0864158386819,176.85751342773438,24899212,2021,3,4,3
2021-03-05,175.42372511557133,177.11049170322107,174.7490159067099,175.88758850097656,17323590,2021,3,5,4
2021-03-08,176.8575164586028,177.7852434513938,175.17074946735428,175.42376708984375,22988740,2021,3,8,0
2021-03-09,176.01412112416182,176.89967630880648,172.68275911431763,175.2550811767578,22593086,2021,3,9,1
2021-03-10,176.3514781860256,176.4358088065798,173.56831032754266,174.15867614746094,19603214,2021,3,10,2
2021-03-12,175.42374721212923,175.42374721212923,171.6285219118668,173.06227111816406,30787960,2021,3,12,4
2021-03-15,173.61047814704798,173.736980509524,170.0260986947884,173.2731170654297,41115805,2021,3,15,0
2021-03-16,174.07432501103048,176.1827834674093,172.8514216801326,175.2972412109375,48763187,2021,3,16,1
2021-03-17,178.965967704744,180.39971701347503,175.88762322220347,177.61656188964844,78578698,2021,3,17,2
2021-03-18,179.6406505649573,184.78529406207352,178.71292374776965,183.5623779296875,91993104,2021,3,18,3
2021-03-19,184.7009863837121,190.73117325731113,181.79131588434623,188.0323486328125,134184994,2021,3,19,4
2021-03-22,188.32752728898933,190.9420082671671,186.80943450252568,190.6046600341797,46050245,2021,3,22,0
2021-03-23,189.76125625845555,192.3757498256201,186.6407403960072,187.3997802734375,41564683,2021,3,23,1
